studentId,name,subject,marks
2023808,Yara Gamal,Math,47
2023809,Sara Hassan,Math,57
2023810,Ali Nasser,Math,52
2023811,Ahmed Nasser,Math,80
2023812,Ahmed Eid,Math,62
2023813,Omar Gamal,Math,80
2023814,Hassan Mohamed,Math,100
2023815,Hassan Salem,Math,84
2023816,Omar Khaled,Math,98
2023817,Ahmed Fathy,Math,81
2023818,Nour Nasser,Math,78
2023819,Khaled Nasser,Math,48
2023820,Khaled Hassan,Math,65
2023821,Nour Ibrahim,Math,81
2023822,Ahmed Ali,Math,100
2023823,Khaled Mohamed,Math,68
2023824,Nour Ibrahim,Math,100
2023825,Fatma Khaled,Math,95
2023826,Omar Hassan,Math,96
2023827,Fatma Hassan,Math,96
2023828,Sara Ali,Math,94
2023829,Omar Mohamed,Math,76
2023830,Fatma Khaled,Math,67
2023831,Hassan Fathy,Math,63
2023832,Ali Ibrahim,Math,74
2023833,Ahmed Eid,Math,97
2023834,Hassan Khaled,Math,65
2023835,Hassan Ali,Math,88
2023836,Ahmed Mohamed,Math,87
2023837,Sara Hassan,Math,100
2023838,Nour Eid,Math,88
2023839,Yara Nasser,Math,70
2023840,Ahmed Salem,Math,75
2023841,Fatma Fathy,Math,59
2023842,Mona Nasser,Math,80
2023843,Ahmed Eid,Math,89
2023844,Khaled Ibrahim,Math,57
2023845,Ali Gamal,Math,75
2023846,Hassan Ibrahim,Math,60
2023847,Ali Eid,Math,70
2023848,Mona Eid,Math,83
2023849,Sara Ibrahim,Math,88
2023850,Ahmed Hassan,Math,99
2023851,,Math,88
2023852,Khaled Ibrahim,Math,49
2023853,Mona Nasser,Math,81
2023854,Mona Khaled,Math,74
2023855,Nour Nasser,Math,74
2023856,Ahmed Mohamed,Math,96
2023857,Ali Ali,Math,82
2023858,Hassan Eid,Math,81
2023859,Fatma Nasser,Math,85
2023860,Ahmed Ali,Math,75
2023861,Omar Salem,Math,87
2023862,Sara Salem,Math,73
2023863,Fatma Ibrahim,Math,80
2023864,Ali Mohamed,Math,63
2023865,Ahmed Ibrahim,Math,77
2023866,Nour Nasser,Math,92
2023867,Khaled Khaled,Math,53
2023868,Sara Ibrahim,Math,82
2023869,Mona Salem,Math,100
2023870,Ali Eid,Math,90
2023871,Fatma Ibrahim,Math,83
2023872,Fatma Ali,Math,81
2023873,Ahmed Gamal,Math,44
2023874,Mona Ali,Math,77
2023875,Fatma Salem,Math,62
2023876,Khaled Fathy,Math,87
2023877,Sara Eid,Math,82
2023878,Nour Mohamed,Math,61
2023879,Fatma Khaled,Math,53
2023880,Nour Gamal,Math,67
2023881,Sara Khaled,Math,100
2023882,Nour Salem,Math,59
2023883,Omar Hassan,Math,75
2023884,Yara Ali,Math,51
2023885,Khaled Hassan,Math,100
2023886,Mona Eid,Math,94
2023887,Ali Ibrahim,Math,77
2023888,Fatma Eid,Math,81
2023889,Ali Khaled,Math,71
2023890,Omar Khaled,Math,77
2023891,Omar Ibrahim,Math,66
2023892,Hassan Fathy,Math,85
2023893,Omar Eid,Math,76
2023894,Omar Nasser,Math,51
2023895,Khaled Ali,Math,72
2023896,Nour Hassan,Math,68
2023897,Yara Nasser,Math,59
2023898,Fatma Hassan,Math,65
2023899,Fatma Fathy,Math,98
2023900,Sara Fathy,Math,83
2023901,,Math,110
2023902,Sara Ali,Math,59
2023903,Nour Mohamed,Math,80
2023904,Hassan Mohamed,Math,100
2023905,Mona Nasser,Math,52
2023906,Fatma Nasser,Math,75
2023907,Ali Khaled,Math,83
2023908,Ali Mohamed,Math,94
2023909,Mona Fathy,Math,71
2023910,Nour Eid,Math,100
2023911,Hassan Mohamed,Math,77
2023912,Hassan Khaled,Math,81
2023913,Fatma Fathy,Math,81
2023914,Mona Salem,Math,98
2023915,Ali Fathy,Math,94
2023916,Nour Ali,Math,81
2023917,Mona Mohamed,Math,92
2023918,Fatma Salem,Math,63
2023919,Sara Eid,Math,56
2023920,Ahmed Hassan,Math,93
2023921,Khaled Fathy,Math,73
2023922,Mona Nasser,Math,71
2023923,Khaled Salem,Math,88
2023924,Mona Gamal,Math,54
2023925,Ahmed Gamal,Math,80
2023926,Fatma Ibrahim,Math,94
2023927,Khaled Salem,Math,80
2023928,Omar Ibrahim,Math,89
2023929,Khaled Ali,Math,51
2023930,Yara Fathy,Math,75
2023931,Hassan Gamal,Math,72
2023932,Nour Eid,Math,70
2023933,Nour Hassan,Math,84
2023934,Mona Eid,Math,87
2023935,Fatma Nasser,Math,86
2023936,Omar Khaled,Math,100
2023937,Nour Gamal,Math,89
2023938,Yara Ali,Math,87
2023939,Omar Nasser,Math,99
2023940,Yara Mohamed,Math,56
2023941,Ahmed Salem,Math,49
2023942,Khaled Gamal,Math,59
2023943,Ali Fathy,Math,78
2023944,Omar Nasser,Math,100
2023945,Omar Salem,Math,84
2023946,Khaled Nasser,Math,65
2023947,Yara Ibrahim,Math,77
2023948,Yara Hassan,Math,65
2023949,Mona Khaled,Math,87
2023950,Fatma Hassan,Math,86
2023951,,Math,83
2023952,Ahmed Gamal,Math,80
2023953,Khaled Fathy,Math,97
2023954,Ali Eid,Math,100
2023955,Khaled Ali,Math,57
2023956,Ali Hassan,Math,100
2023957,Khaled Khaled,Math,82
2023958,Fatma Gamal,Math,61
2023959,Yara Hassan,Math,64
2023960,Mona Ali,Math,62
2023961,Hassan Gamal,Math,100
2023962,Nour Hassan,Math,76
2023963,Sara Salem,Math,86
2023964,Ahmed Eid,Math,99
2023965,Mona Salem,Math,98
2023966,Khaled Ibrahim,Math,76
2023967,Fatma Ali,Math,100
2023968,Ahmed Mohamed,Math,51
2023969,Yara Ali,Math,85
2023970,Khaled Hassan,Math,70
2023971,Mona Ibrahim,Math,86
2023972,Khaled Salem,Math,72
2023973,Ahmed Nasser,Math,100
2023974,Nour Ali,Math,78
2023975,Fatma Ibrahim,Math,69
2023976,Omar Khaled,Math,71
2023977,Fatma Mohamed,Math,71
2023978,Khaled Khaled,Math,94
2023979,Khaled Khaled,Math,79
2023980,Khaled Gamal,Math,71
2023981,Sara Hassan,Math,56
2023982,Nour Ali,Math,97
2023983,Khaled Hassan,Math,95
2023984,Ali Mohamed,Math,86
2023985,Yara Khaled,Math,93
2023986,Nour Ali,Math,100
2023987,Mona Gamal,Math,54
2023988,Khaled Ibrahim,Math,85
2023989,Nour Salem,Math,100
2023990,Ahmed Fathy,Math,72
2023991,Khaled Ibrahim,Math,99
2023992,Ahmed Gamal,Math,92
2023993,Nour Gamal,Math,76
2023994,Hassan Ibrahim,Math,91
2023995,Yara Salem,Math,57
2023996,Ahmed Hassan,Math,81
2023997,Omar Nasser,Math,100
2023998,Sara Fathy,Math,73
2023999,Yara Salem,Math,100
20231000,Hassan Mohamed,Math,94
