studentId,name,subject,marks
2023855,Khaled Eid,English,76
2023856,Khaled Salem,English,87
2023857,Khaled Fathy,English,93
2023858,Fatma Gamal,English,78
2023859,Ali Ali,English,81
2023860,Hassan Eid,English,75
2023861,Nour Ali,English,87
2023862,Mona Gamal,English,76
2023863,Fatma Mohamed,English,66
2023864,Omar Mohamed,English,81
2023865,Nour Hassan,English,70
2023866,Khaled Mohamed,English,83
2023867,Hassan Gamal,English,84
2023868,Ahmed Ali,English,56
2023869,Ali Eid,English,86
2023870,Fatma Khaled,English,93
2023871,Khaled Ali,English,76
2023872,Fatma Ibrahim,English,95
2023873,Hassan Salem,English,100
2023874,Mona Khaled,English,78
2023875,Omar Ali,English,72
2023876,Nour Fathy,English,71
2023877,Fatma Fathy,English,97
2023878,Sara Fathy,English,82
2023879,Hassan Mohamed,English,80
2023880,Ahmed Gamal,English,74
2023881,Ahmed Salem,English,89
2023882,Nour Ali,English,75
2023883,Nour Fathy,English,55
2023884,Omar Khaled,English,93
2023885,Hassan Khaled,English,90
2023886,Mona Salem,English,75
2023887,Omar Mohamed,English,75
2023888,Yara Nasser,English,77
2023889,Fatma Eid,English,91
2023890,Ahmed Ali,English,59
2023891,Sara Khaled,English,70
2023892,Omar Nasser,English,77
2023893,Khaled Khaled,English,89
2023894,Ahmed Ali,English,86
2023895,Sara Ibrahim,English,100
2023896,Sara Fathy,English,88
2023897,Hassan Ali,English,80
2023898,Mona Mohamed,English,77
2023899,Omar Gamal,English,82
2023900,Mona Nasser,English,67
2023901,,English,110
2023902,Nour Ali,English,100
2023903,Nour Salem,English,65
2023904,Omar Hassan,English,96
2023905,Mona Nasser,English,69
2023906,Sara Nasser,English,74
2023907,Nour Nasser,English,100
2023908,Khaled Hassan,English,87
2023909,Ahmed Salem,English,100
2023910,Omar Hassan,English,63
2023911,Hassan Fathy,English,52
2023912,Omar Nasser,English,81
2023913,Ahmed Hassan,English,82
2023914,Fatma Mohamed,English,80
2023915,Khaled Hassan,English,84
2023916,Sara Ibrahim,English,93
2023917,Khaled Eid,English,78
2023918,Ali Khaled,English,72
2023919,Mona Ali,English,97
2023920,Sara Gamal,English,79
2023921,Sara Ali,English,80
2023922,Ali Khaled,English,77
2023923,Ahmed Fathy,English,73
2023924,Hassan Khaled,English,89
2023925,Khaled Ali,English,94
2023926,Mona Ali,English,72
2023927,Mona Gamal,English,86
2023928,Yara Ibrahim,English,79
2023929,Khaled Ibrahim,English,71
2023930,Omar Gamal,English,86
2023931,Nour Hassan,English,80
2023932,Nour Gamal,English,76
2023933,Yara Ibrahim,English,69
2023934,Mona Eid,English,71
2023935,Fatma Fathy,English,67
2023936,Yara Fathy,English,79
2023937,Khaled Nasser,English,83
2023938,Ahmed Ibrahim,English,70
2023939,Ahmed Nasser,English,47
2023940,Nour Ali,English,89
2023941,Hassan Salem,English,97
2023942,Khaled Ibrahim,English,79
2023943,Omar Ali,English,100
2023944,Sara Mohamed,English,72
2023945,Ali Fathy,English,65
2023946,Nour Eid,English,86
2023947,Nour Fathy,English,72
2023948,Fatma Eid,English,86
2023949,Khaled Eid,English,78
2023950,Khaled Mohamed,English,84
2023951,,English,92
2023952,Ahmed Ali,English,92
2023953,Fatma Gamal,English,83
2023954,Fatma Hassan,English,66
2023955,Omar Mohamed,English,57
2023956,Fatma Khaled,English,94
2023957,Omar Hassan,English,83
2023958,Sara Eid,English,67
2023959,Sara Ali,English,80
2023960,Nour Salem,English,92
2023961,Ali Nasser,English,96
2023962,Ali Fathy,English,72
2023963,Omar Nasser,English,90
2023964,Nour Gamal,English,59
2023965,Ali Nasser,English,73
2023966,Nour Gamal,English,84
2023967,Khaled Salem,English,82
2023968,Ali Ibrahim,English,82
2023969,Sara Nasser,English,92
2023970,Ali Ali,English,82
2023971,Khaled Fathy,English,84
2023972,Omar Fathy,English,82
2023973,Sara Nasser,English,59
2023974,Omar Hassan,English,72
2023975,Yara Hassan,English,81
2023976,Mona Salem,English,74
2023977,Nour Mohamed,English,65
2023978,Sara Mohamed,English,87
2023979,Fatma Nasser,English,78
2023980,Yara Nasser,English,66
2023981,Nour Khaled,English,70
2023982,Yara Nasser,English,84
2023983,Nour Mohamed,English,78
2023984,Omar Gamal,English,100
2023985,Fatma Eid,English,85
2023986,Nour Nasser,English,83
2023987,Khaled Khaled,English,74
2023988,Khaled Mohamed,English,78
2023989,Ali Eid,English,95
2023990,Sara Gamal,English,68
2023991,Fatma Ali,English,71
2023992,Yara Khaled,English,58
2023993,Sara Mohamed,English,65
2023994,Omar Salem,English,71
2023995,Mona Salem,English,54
2023996,Ahmed Gamal,English,78
2023997,Hassan Ali,English,80
2023998,Sara Gamal,English,67
2023999,Sara Salem,English,75
20231000,Khaled Ali,English,78
